Id,Label,TOPOLOGY,Hyphe INDEG,Hyphe OUTDEG,Hyphe UNDDEG,Gephi InDeg,Gephi OutDeg,Gephi Deg,modularity_class,TWITTER DATA,sum tweet,twitteruser,median activity,twitter score ranking fusion,check twitter metrics,ACPM DATA,ACPM_moy_visites_totales_site_par_mois,ACPM_moy_visites_site_fixe_par_mois,ACPM_moy_visites_site_mobile_par_mois,ACPM_moy_visites_site_amp_par_mois,ACPM_moy_pages_site_vues_par_mois,ACPM_moy_pages_site_vues_par_visite,ACPM_moy_visites_totales_appli_par_mois,ACPM_moy_visites_appli_mobile_par_mois,ACPM_moy_visites_appli_tablette_par_mois,ACPM_moy_pages_appli_vues_par_mois,ACPM_moy_pages_appli_vues_par_visite,CPPAP DATA,Editeur,Forme juridique,Département,Service,Qualification,Numéro CPPAP,FACTCHECK DATA,n_science_false,n_defacto_false,n_condor_false,n_science_true,n_defacto_true,n_condor_true,n_science_cases,n_defacto_cases,n_condor_cases,science_first,defacto_first,condor_first,science_last,defacto_last,condor_last,RESAUX SOCIAUX DATA,youtube_chaine_url,twitter_compte_all,facebook_compte,instagram_compte,tiktok_compte,twitch_compte,HYPHE DATA,tag_uncrawlable,ID hyphe,TOTAL KNOWN PAGES,CRAWLED PAGES,PREFIXES AS URL,PREFIXES AS LRU,HOME PAGE,START PAGES,CRAWLED,CRAWLING STATUS,INDEXING STATUS,CREATION TIMESTAMP,CREATION DATE,LAST MODIFICATION TIMESTAMP,LAST MODIFICATION DATE,createdBy (TECHNICAL INFO),ROUEMEDIA DATA,mergedWebEntities (TECHNICAL INFO),old_twitter,old_webentity_id,old_name,old_prefixes,old_home_page,old_start_pages,old_indegree,old_hyphe_creation_timestamp,old_hyphe_last_modification_timestamp,old_outreach,old_foundation_year,old_batch,old_edito,old_parody,old_origin,old_digital_native,old_mediacloud_ids,old_wheel_category,old_wheel_subcategory,old_has_paywall,old_inactive,media_label,lrgen,antielite_salience,cluster,clusters_title,clusters_legend,clusters_color
1,Bfmtv.com,,443,2454,2800,443,125,568,8,,5945699,1618941,478506.0,"48,17535702",,,140013924.46,14508804.23,107446526.54,18058593.69,229073465.54,1.63,,,,,,,NEXTINTERACTIVE,SASU,75,bfmtv.com,IPG,0325 Y 91761,,0,1,2,1,0,6,1,1,32,25/10/21 12:42,21/11/22 04:24,6/12/17 08:10,25/10/21 12:42,21/11/22 04:24,6/10/21 14:40,,https://www.youtube.com/c/Bfmtv-actu/videos,bfmparis|bfmtv|7bfm|bfmtv_inside|bfm_tech|bfmtv_people|bfmsporttv|bfmpolitique|bfm_hightech,BFMTV,bfmtv,,,,,81447c785b186e4ec13218441095d099,10695,5606,http://bfmtv.com http://www.bfmtv.com https://bfmtv.com https://www.bfmtv.com,s:https|h:com|h:bfmtv| s:https|h:com|h:bfmtv|h:www| s:http|h:com|h:bfmtv| s:http|h:com|h:bfmtv|h:www|,https://bfmtv.com,https://bfmtv.com,TRUE,FINISHED,FINISHED,1689961643780,2023-07-21T17:47:23.780Z,1689963859970,2023-07-21T18:24:19.970Z,user via lru,,,bfmparis|bfmtv|7bfm|bfmtv_inside|bfm_tech|bfmtv_people|bfmsporttv|bfmpolitique|bfm_hightech,17,BFMTV,http://bfmparis.com|http://bfmtv.com|http://bfmtv.fr|http://facebook.com/BFMHighTech|http://facebook.com/BFMParis|http://facebook.com/BFMTV|http://facebook.com/TechCoBFM|http://facebook.com/bfmpolitique|http://mobile.twitter.com/BFMTV_Inside|http://plus.google.com/+Bfmtv-actu|http://twitter.com/7BFM|http://twitter.com/BFMParis|http://twitter.com/BFMPolitique|http://twitter.com/BFMSportTV|http://twitter.com/BFMTV|http://twitter.com/BFMTV_Inside|http://twitter.com/BFMTV_People|http://twitter.com/BFM_HighTech|http://twitter.com/BFM_Tech|http://twitter.com/bfmtv|http://www.bfmparis.com|http://www.bfmtv.com|http://www.bfmtv.fr|http://www.facebook.com/BFMHighTech|http://www.facebook.com/BFMParis|http://www.facebook.com/BFMTV|http://www.facebook.com/TechCoBFM|http://www.facebook.com/bfmpolitique|http://www.mobile.twitter.com/BFMTV_Inside|http://www.plus.google.com/+Bfmtv-actu|http://www.twitter.com/7BFM|http://www.twitter.com/BFMParis|http://www.twitter.com/BFMPolitique|http://www.twitter.com/BFMSportTV|http://www.twitter.com/BFMTV|http://www.twitter.com/BFMTV_Inside|http://www.twitter.com/BFMTV_People|http://www.twitter.com/BFM_HighTech|http://www.twitter.com/BFM_Tech|http://www.twitter.com/bfmtv|https://bfmparis.com|https://bfmtv.com|https://bfmtv.fr|https://facebook.com/BFMHighTech|https://facebook.com/BFMParis|https://facebook.com/BFMTV|https://facebook.com/TechCoBFM|https://facebook.com/bfmpolitique|https://mobile.twitter.com/BFMTV_Inside|https://plus.google.com/+Bfmtv-actu|https://twitter.com/7BFM|https://twitter.com/BFMParis|https://twitter.com/BFMPolitique|https://twitter.com/BFMSportTV|https://twitter.com/BFMTV|https://twitter.com/BFMTV_Inside|https://twitter.com/BFMTV_People|https://twitter.com/BFM_HighTech|https://twitter.com/BFM_Tech|https://twitter.com/bfmtv|https://www.bfmtv.com|https://www.bfmtv.fr|https://www.facebook.com/BFMHighTech|https://www.facebook.com/BFMParis|https://www.facebook.com/BFMTV|https://www.facebook.com/TechCoBFM|https://www.facebook.com/bfmpolitique|https://www.mobile.twitter.com/BFMTV_Inside|https://www.plus.google.com/+Bfmtv-actu|https://www.twitter.com/7BFM|https://www.twitter.com/BFMParis|https://www.twitter.com/BFMPolitique|https://www.twitter.com/BFMSportTV|https://www.twitter.com/BFMTV|https://www.twitter.com/BFMTV_Inside|https://www.twitter.com/BFMTV_People|https://www.twitter.com/BFM_HighTech|https://www.twitter.com/BFM_Tech|https://www.twitter.com/bfmtv,https://www.bfmtv.com/,http://bfmparis.com|http://bfmtv.com|http://bfmtv.fr|http://facebook.com/BFMHighTech|http://facebook.com/BFMParis|http://facebook.com/BFMTV|http://facebook.com/TechCoBFM|http://facebook.com/bfmpolitique|http://mobile.twitter.com/BFMTV_Inside|http://plus.google.com/+Bfmtv-actu|http://twitter.com/7BFM|http://twitter.com/BFMParis|http://twitter.com/BFMPolitique|http://twitter.com/BFMSportTV|http://twitter.com/BFMTV|http://twitter.com/BFMTV_Inside|http://twitter.com/BFMTV_People|http://twitter.com/BFM_HighTech|http://twitter.com/BFM_Tech|http://twitter.com/bfmtv|http://www.bfmparis.com|http://www.bfmtv.com|http://www.bfmtv.fr|http://www.facebook.com/BFMHighTech|http://www.facebook.com/BFMParis|http://www.facebook.com/BFMTV|http://www.facebook.com/TechCoBFM|http://www.facebook.com/bfmpolitique|http://www.mobile.twitter.com/BFMTV_Inside|http://www.plus.google.com/+Bfmtv-actu|http://www.twitter.com/7BFM|http://www.twitter.com/BFMParis|http://www.twitter.com/BFMPolitique|http://www.twitter.com/BFMSportTV|http://www.twitter.com/BFMTV|http://www.twitter.com/BFMTV_Inside|http://www.twitter.com/BFMTV_People|http://www.twitter.com/BFM_HighTech|http://www.twitter.com/BFM_Tech|http://www.twitter.com/bfmtv|https://bfmparis.com|https://bfmtv.com|https://bfmtv.fr|https://facebook.com/BFMHighTech|https://facebook.com/BFMParis|https://facebook.com/BFMTV|https://facebook.com/TechCoBFM|https://facebook.com/bfmpolitique|https://mobile.twitter.com/BFMTV_Inside|https://plus.google.com/+Bfmtv-actu|https://twitter.com/7BFM|https://twitter.com/BFMParis|https://twitter.com/BFMPolitique|https://twitter.com/BFMSportTV|https://twitter.com/BFMTV|https://twitter.com/BFMTV_Inside|https://twitter.com/BFMTV_People|https://twitter.com/BFM_HighTech|https://twitter.com/BFM_Tech|https://twitter.com/bfmtv|https://www.bfmtv.com|https://www.bfmtv.fr|https://www.facebook.com/BFMHighTech|https://www.facebook.com/BFMParis|https://www.facebook.com/BFMTV|https://www.facebook.com/TechCoBFM|https://www.facebook.com/bfmpolitique|https://www.mobile.twitter.com/BFMTV_Inside|https://www.plus.google.com/+Bfmtv-actu|https://www.twitter.com/7BFM|https://www.twitter.com/BFMParis|https://www.twitter.com/BFMPolitique|https://www.twitter.com/BFMSportTV|https://www.twitter.com/BFMTV|https://www.twitter.com/BFMTV_Inside|https://www.twitter.com/BFMTV_People|https://www.twitter.com/BFM_HighTech|https://www.twitter.com/BFM_Tech|https://www.twitter.com/bfmtv,289,1560347027362,1560353713075,nationale,2005,1,media,FALSE,france,FALSE,72865,Mainstream Media,Hyper-centre,FALSE,,Bfmtv.com,5.475765656321195,7.44390687939608,8,"Presse Quotidienne Régionale, Sport et Météo",PQR - Sport - Météo,#d59e40
2,Lemonde.fr,,456,2024,2416,456,84,540,1,,3988657,1157263,340703.0,"33,94791302",,,127698604.0,33722499.77,93976104.23,-,346457624.08,2.71,44343941.92,40962306.62,3381635.31,302403158.08,6.83,,SOCIETE EDITRICE DU MONDE,SA,75,lemonde.fr,IPG,1224 Y 90064,,0,0,1,0,0,14,0,0,19,,,14/9/17 07:50,,,8/7/20 12:30,,https://www.youtube.com/user/LeMonde,lemonde_emploi|lemonde_cities|lemonde_tafta|lemonde_sxsw|lemonde_techno|lemondeeduc|lemonde_pol|lemonde_sport|lemondelive|lemonde_correct|lemonde_afrique|lemonde_campus|lemondefestival|lemondefr,lemonde.fr,lemondefr,,,,,faf9edb7a08ae4e8b56fc67a6ec6b45d,19417,7289,http://lemonde.fr http://www.lemonde.fr https://lemonde.fr https://www.lemonde.fr,s:https|h:fr|h:lemonde| s:https|h:fr|h:lemonde|h:www| s:http|h:fr|h:lemonde| s:http|h:fr|h:lemonde|h:www|,https://lemonde.fr,https://lemonde.fr,TRUE,FINISHED,FINISHED,1689961644152,2023-07-21T17:47:24.152Z,1689963859846,2023-07-21T18:24:19.846Z,user via lru,,,lemonde_emploi|lemonde_cities|lemonde_tafta|lemonde_sxsw|lemonde_techno|lemondeeduc|lemonde_pol|lemonde_sport|lemondelive|lemonde_correct|lemonde_afrique|lemonde_campus|lemondefestival|lemondefr,133,Le Monde,http://facebook.com/lemonde.fr|http://facebook.com/lemonde.fr.campus|http://facebook.com/lemondefestival|http://facebook.com/lemondetafta|http://lemonde.f|http://lemonde.fr|http://twitter.com/LeMondeEduc|http://twitter.com/LeMondeFestival|http://twitter.com/LeMonde_Afrique|http://twitter.com/LeMonde_correct|http://twitter.com/lemonde_campus|http://twitter.com/lemonde_cities|http://twitter.com/lemonde_emploi|http://twitter.com/lemonde_pol|http://twitter.com/lemonde_sport|http://twitter.com/lemonde_sxsw|http://twitter.com/lemonde_tafta|http://twitter.com/lemonde_techno|http://twitter.com/lemondefr|http://twitter.com/lemondelive|http://www.facebook.com/lemonde.fr|http://www.facebook.com/lemonde.fr.campus|http://www.facebook.com/lemondefestival|http://www.facebook.com/lemondetafta|http://www.lemonde.f|http://www.lemonde.fr|http://www.twitter.com/LeMondeEduc|http://www.twitter.com/LeMondeFestival|http://www.twitter.com/LeMonde_Afrique|http://www.twitter.com/LeMonde_correct|http://www.twitter.com/lemonde_campus|http://www.twitter.com/lemonde_cities|http://www.twitter.com/lemonde_emploi|http://www.twitter.com/lemonde_pol|http://www.twitter.com/lemonde_sport|http://www.twitter.com/lemonde_sxsw|http://www.twitter.com/lemonde_tafta|http://www.twitter.com/lemonde_techno|http://www.twitter.com/lemondefr|http://www.twitter.com/lemondelive|https://facebook.com/lemonde.fr|https://facebook.com/lemonde.fr.campus|https://facebook.com/lemondefestival|https://facebook.com/lemondetafta|https://lemonde.f|https://lemonde.fr|https://twitter.com/LeMondeEduc|https://twitter.com/LeMondeFestival|https://twitter.com/LeMonde_Afrique|https://twitter.com/LeMonde_correct|https://twitter.com/lemonde_campus|https://twitter.com/lemonde_cities|https://twitter.com/lemonde_emploi|https://twitter.com/lemonde_pol|https://twitter.com/lemonde_sport|https://twitter.com/lemonde_sxsw|https://twitter.com/lemonde_tafta|https://twitter.com/lemonde_techno|https://twitter.com/lemondefr|https://twitter.com/lemondelive|https://www.facebook.com/lemonde.fr|https://www.facebook.com/lemonde.fr.campus|https://www.facebook.com/lemondefestival|https://www.facebook.com/lemondetafta|https://www.lemonde.fr|https://www.twitter.com/LeMondeEduc|https://www.twitter.com/LeMondeFestival|https://www.twitter.com/LeMonde_Afrique|https://www.twitter.com/LeMonde_correct|https://www.twitter.com/lemonde_campus|https://www.twitter.com/lemonde_cities|https://www.twitter.com/lemonde_emploi|https://www.twitter.com/lemonde_pol|https://www.twitter.com/lemonde_sport|https://www.twitter.com/lemonde_sxsw|https://www.twitter.com/lemonde_tafta|https://www.twitter.com/lemonde_techno|https://www.twitter.com/lemondefr|https://www.twitter.com/lemondelive,https://www.lemonde.fr/,http://facebook.com/lemonde.fr|http://facebook.com/lemonde.fr.campus|http://facebook.com/lemondefestival|http://facebook.com/lemondetafta|http://lemonde.f|http://lemonde.fr|http://twitter.com/LeMondeEduc|http://twitter.com/LeMondeFestival|http://twitter.com/LeMonde_Afrique|http://twitter.com/LeMonde_correct|http://twitter.com/lemonde_campus|http://twitter.com/lemonde_cities|http://twitter.com/lemonde_emploi|http://twitter.com/lemonde_pol|http://twitter.com/lemonde_sport|http://twitter.com/lemonde_sxsw|http://twitter.com/lemonde_tafta|http://twitter.com/lemonde_techno|http://twitter.com/lemondefr|http://twitter.com/lemondelive|http://www.facebook.com/lemonde.fr|http://www.facebook.com/lemonde.fr.campus|http://www.facebook.com/lemondefestival|http://www.facebook.com/lemondetafta|http://www.lemonde.f|http://www.lemonde.fr|http://www.twitter.com/LeMondeEduc|http://www.twitter.com/LeMondeFestival|http://www.twitter.com/LeMonde_Afrique|http://www.twitter.com/LeMonde_correct|http://www.twitter.com/lemonde_campus|http://www.twitter.com/lemonde_cities|http://www.twitter.com/lemonde_emploi|http://www.twitter.com/lemonde_pol|http://www.twitter.com/lemonde_sport|http://www.twitter.com/lemonde_sxsw|http://www.twitter.com/lemonde_tafta|http://www.twitter.com/lemonde_techno|http://www.twitter.com/lemondefr|http://www.twitter.com/lemondelive|https://facebook.com/lemonde.fr|https://facebook.com/lemonde.fr.campus|https://facebook.com/lemondefestival|https://facebook.com/lemondetafta|https://lemonde.f|https://lemonde.fr|https://twitter.com/LeMondeEduc|https://twitter.com/LeMondeFestival|https://twitter.com/LeMonde_Afrique|https://twitter.com/LeMonde_correct|https://twitter.com/lemonde_campus|https://twitter.com/lemonde_cities|https://twitter.com/lemonde_emploi|https://twitter.com/lemonde_pol|https://twitter.com/lemonde_sport|https://twitter.com/lemonde_sxsw|https://twitter.com/lemonde_tafta|https://twitter.com/lemonde_techno|https://twitter.com/lemondefr|https://twitter.com/lemondelive|https://www.facebook.com/lemonde.fr|https://www.facebook.com/lemonde.fr.campus|https://www.facebook.com/lemondefestival|https://www.facebook.com/lemondetafta|https://www.lemonde.fr|https://www.twitter.com/LeMondeEduc|https://www.twitter.com/LeMondeFestival|https://www.twitter.com/LeMonde_Afrique|https://www.twitter.com/LeMonde_correct|https://www.twitter.com/lemonde_campus|https://www.twitter.com/lemonde_cities|https://www.twitter.com/lemonde_emploi|https://www.twitter.com/lemonde_pol|https://www.twitter.com/lemonde_sport|https://www.twitter.com/lemonde_sxsw|https://www.twitter.com/lemonde_tafta|https://www.twitter.com/lemonde_techno|https://www.twitter.com/lemondefr|https://www.twitter.com/lemondelive,405,1560347117092,1560349229446,nationale,1944,1,media,FALSE,france,FALSE,39072,Mainstream Media,Hyper-centre,TRUE,,Lemonde.fr,4.485734630006753,7.342396966488178,1,Divers similaire au cluster 9,Divers - HyperCentre,#cec6c4
3,Leparisien.fr,,421,1375,1738,421,72,493,8,,3638057,1236875,294116.0,"33,92612425",,,75719973.31,12326756.69,51002530.85,12390685.77,121307582.08,1.61,11627243.92,10883558.46,743685.46,71375087.85,6.15,,LE PARISIEN LIBERE,SAS,75,leparisien.fr,IPG,1225 Y 90112,,0,0,2,0,0,13,0,0,27,,,26/9/17 08:50,,,14/11/21 18:50,,https://www.youtube.com/@LeParisien,leparisien_pol|leparisien_92|leparisien_buzz|leparisien_93|leparisien_78|leparisien_77|leparisieninfog|leparisien_94|leparisien_75|leparisien_91|leparisienmonde|leparisien_60|le_Parisien,leparisien,leparisien,@leparisien,,,,a9d5cbd76108f7fede37567d2d216967,19728,11669,http://leparisien.fr http://www.leparisien.fr https://leparisien.fr https://www.leparisien.fr,s:https|h:fr|h:leparisien| s:https|h:fr|h:leparisien|h:www| s:http|h:fr|h:leparisien| s:http|h:fr|h:leparisien|h:www|,https://leparisien.fr,https://leparisien.fr,TRUE,FINISHED,FINISHED,1689961644307,2023-07-21T17:47:24.307Z,1689963859754,2023-07-21T18:24:19.754Z,user via lru,,,leparisien_pol|leparisien_92|leparisien_buzz|leparisien_93|leparisien_78|leparisien_77|leparisieninfog|leparisien_94|leparisien_75|leparisien_91|leparisienmonde|leparisien_60,135,Le Parisien (Aujourd'hui en France),http://facebook.com/LeParisien.94.Val.de.Marne|http://facebook.com/LeParisien.Politique|http://facebook.com/leparisien|http://facebook.com/leparisieneconomie|http://facebook.com/leparisientvoff|http://fr.pinterest.com/leparisienfr|http://leparisien.com|http://leparisien.fr|http://pinterest.com/leparisienfr|http://twitter.com/LeParisienInfog|http://twitter.com/LeParisienMonde|http://twitter.com/LeParisien_60|http://twitter.com/LeParisien_75|http://twitter.com/LeParisien_77|http://twitter.com/LeParisien_78|http://twitter.com/LeParisien_91|http://twitter.com/LeParisien_92|http://twitter.com/LeParisien_93|http://twitter.com/LeParisien_94|http://twitter.com/LeParisien_Buzz|http://twitter.com/leParisien_pol|http://twitter.com/leparisien_pol|http://www.facebook.com/LeParisien.94.Val.de.Marne|http://www.facebook.com/LeParisien.Politique|http://www.facebook.com/leparisien|http://www.facebook.com/leparisieneconomie|http://www.facebook.com/leparisientvoff|http://www.fr.pinterest.com/leparisienfr|http://www.leparisien.fr|http://www.pinterest.com/leparisienfr|http://www.twitter.com/LeParisienInfog|http://www.twitter.com/LeParisienMonde|http://www.twitter.com/LeParisien_60|http://www.twitter.com/LeParisien_75|http://www.twitter.com/LeParisien_77|http://www.twitter.com/LeParisien_78|http://www.twitter.com/LeParisien_91|http://www.twitter.com/LeParisien_92|http://www.twitter.com/LeParisien_93|http://www.twitter.com/LeParisien_94|http://www.twitter.com/LeParisien_Buzz|http://www.twitter.com/leParisien_pol|http://www.twitter.com/leparisien_pol|https://facebook.com/LeParisien.94.Val.de.Marne|https://facebook.com/LeParisien.Politique|https://facebook.com/leparisien|https://facebook.com/leparisieneconomie|https://facebook.com/leparisientvoff|https://fr.pinterest.com/leparisienfr|https://leparisien.com|https://leparisien.fr|https://pinterest.com/leparisienfr|https://twitter.com/LeParisienInfog|https://twitter.com/LeParisienMonde|https://twitter.com/LeParisien_60|https://twitter.com/LeParisien_75|https://twitter.com/LeParisien_77|https://twitter.com/LeParisien_78|https://twitter.com/LeParisien_91|https://twitter.com/LeParisien_92|https://twitter.com/LeParisien_93|https://twitter.com/LeParisien_94|https://twitter.com/LeParisien_Buzz|https://twitter.com/leParisien_pol|https://twitter.com/leparisien_pol|https://www.facebook.com/LeParisien.94.Val.de.Marne|https://www.facebook.com/LeParisien.Politique|https://www.facebook.com/leparisien|https://www.facebook.com/leparisieneconomie|https://www.facebook.com/leparisientvoff|https://www.fr.pinterest.com/leparisienfr|https://www.leparisien.com|https://www.leparisien.fr|https://www.pinterest.com/leparisienfr|https://www.twitter.com/LeParisienInfog|https://www.twitter.com/LeParisienMonde|https://www.twitter.com/LeParisien_60|https://www.twitter.com/LeParisien_75|https://www.twitter.com/LeParisien_77|https://www.twitter.com/LeParisien_78|https://www.twitter.com/LeParisien_91|https://www.twitter.com/LeParisien_92|https://www.twitter.com/LeParisien_93|https://www.twitter.com/LeParisien_94|https://www.twitter.com/LeParisien_Buzz|https://www.twitter.com/leParisien_pol|https://www.twitter.com/leparisien_pol,http://www.leparisien.fr,http://facebook.com/LeParisien.94.Val.de.Marne|http://facebook.com/LeParisien.Politique|http://facebook.com/leparisien|http://facebook.com/leparisieneconomie|http://facebook.com/leparisientvoff|http://fr.pinterest.com/leparisienfr|http://leparisien.com|http://leparisien.fr|http://pinterest.com/leparisienfr|http://twitter.com/LeParisienInfog|http://twitter.com/LeParisienMonde|http://twitter.com/LeParisien_60|http://twitter.com/LeParisien_75|http://twitter.com/LeParisien_77|http://twitter.com/LeParisien_78|http://twitter.com/LeParisien_91|http://twitter.com/LeParisien_92|http://twitter.com/LeParisien_93|http://twitter.com/LeParisien_94|http://twitter.com/LeParisien_Buzz|http://twitter.com/leParisien_pol|http://twitter.com/leparisien_pol|http://www.facebook.com/LeParisien.94.Val.de.Marne|http://www.facebook.com/LeParisien.Politique|http://www.facebook.com/leparisien|http://www.facebook.com/leparisieneconomie|http://www.facebook.com/leparisientvoff|http://www.fr.pinterest.com/leparisienfr|http://www.leparisien.fr|http://www.pinterest.com/leparisienfr|http://www.twitter.com/LeParisienInfog|http://www.twitter.com/LeParisienMonde|http://www.twitter.com/LeParisien_60|http://www.twitter.com/LeParisien_75|http://www.twitter.com/LeParisien_77|http://www.twitter.com/LeParisien_78|http://www.twitter.com/LeParisien_91|http://www.twitter.com/LeParisien_92|http://www.twitter.com/LeParisien_93|http://www.twitter.com/LeParisien_94|http://www.twitter.com/LeParisien_Buzz|http://www.twitter.com/leParisien_pol|http://www.twitter.com/leparisien_pol|https://facebook.com/LeParisien.94.Val.de.Marne|https://facebook.com/LeParisien.Politique|https://facebook.com/leparisien|https://facebook.com/leparisieneconomie|https://facebook.com/leparisientvoff|https://fr.pinterest.com/leparisienfr|https://leparisien.com|https://leparisien.fr|https://pinterest.com/leparisienfr|https://twitter.com/LeParisienInfog|https://twitter.com/LeParisienMonde|https://twitter.com/LeParisien_60|https://twitter.com/LeParisien_75|https://twitter.com/LeParisien_77|https://twitter.com/LeParisien_78|https://twitter.com/LeParisien_91|https://twitter.com/LeParisien_92|https://twitter.com/LeParisien_93|https://twitter.com/LeParisien_94|https://twitter.com/LeParisien_Buzz|https://twitter.com/leParisien_pol|https://twitter.com/leparisien_pol|https://www.facebook.com/LeParisien.94.Val.de.Marne|https://www.facebook.com/LeParisien.Politique|https://www.facebook.com/leparisien|https://www.facebook.com/leparisieneconomie|https://www.facebook.com/leparisientvoff|https://www.fr.pinterest.com/leparisienfr|https://www.leparisien.com|https://www.leparisien.fr|https://www.pinterest.com/leparisienfr|https://www.twitter.com/LeParisienInfog|https://www.twitter.com/LeParisienMonde|https://www.twitter.com/LeParisien_60|https://www.twitter.com/LeParisien_75|https://www.twitter.com/LeParisien_77|https://www.twitter.com/LeParisien_78|https://www.twitter.com/LeParisien_91|https://www.twitter.com/LeParisien_92|https://www.twitter.com/LeParisien_93|https://www.twitter.com/LeParisien_94|https://www.twitter.com/LeParisien_Buzz|https://www.twitter.com/leParisien_pol|https://www.twitter.com/leparisien_pol,364,1560347119174,1560353755700,nationale,1944,1,media,FALSE,france,FALSE,61064,Mainstream Media,Hyper-centre,TRUE,,Leparisien.fr,5.663034944936223,7.28619745106104,8,"Presse Quotidienne Régionale, Sport et Météo",PQR - Sport - Météo,#d59e40
