date,media_label,count_tweets
2023-03-16,Tomsguide.fr,5
2023-03-16,Telerama.fr,28
2023-03-16,Revolution-Energetique.com,3
2023-03-16,I24News.tv,50
2023-03-16,Marsactu.fr,11
2023-03-16,Euractiv.fr,12
2023-03-16,Desk-Russie.eu,3
2023-03-16,Leblogtvnews.com,11
2023-03-16,Blog-Nouvelles-Technologies.fr,4
2023-03-16,jeminformetv.Wordpress.com,3
2023-03-16,Lerepairedesmotards.com,2
2023-03-16,Aoc.media,6
2023-03-16,Directvelo.com,2
2023-03-16,Pgibertie.com,78
2023-03-16,Canardpc.com,3
2023-03-16,Les-Crises.fr,1
2023-03-16,Mac4Ever.com,13
2023-03-16,Girondins4Ever.com,19
2023-03-16,Diacritik.com,11
2023-03-16,Profidecatholica.com,2
2023-03-16,Autoplus.fr,14
2023-03-16,Lyoncapitale.fr,16
2023-03-16,Positivr.fr,11
2023-03-16,Olyrix.com,5
2023-03-16,Paddock-Gp.com,12
2023-03-16,Allodocteurs.fr,2
2023-03-16,Nouvelobs.com,143
2023-03-16,Objectifgard.com,10
2023-03-16,Resistancerepublicaine.com,4
2023-03-16,Boursorama.com,28
2023-03-16,Lesviolets.com,3
2023-03-16,Intelligenceonline.fr,2
2023-03-16,Comarketing-News.fr,7
2023-03-16,Madmoizelle.com,12
2023-03-16,Cafepedagogique.net,19
2023-03-16,Courrier-Picard.fr,22
2023-03-16,Neonmag.fr,7
2023-03-16,Cogiito.com,5
2023-03-16,Lepetitjournal.com,6
2023-03-16,01Net.com,20
2023-03-16,Putsch.media,2
2023-03-16,Chassepassion.net,1
2023-03-16,Achatpublic.info,12
2023-03-16,Lamontagne.fr,74
2023-03-16,Orientxxi.info,7
2023-03-16,Nextinpact.com,10
2023-03-16,Theatrum-Belli.com,7
2023-03-16,Silicon.fr,8
2023-03-16,Streetpress.com,12
2023-03-16,Zdnet.fr,16
2023-03-16,Citoyens.com,7
2023-03-16,Revolutionpermanente.fr,12
2023-03-16,Eurosport.fr,15
2023-03-16,Chassons.com,1
2023-03-16,Rfi.fr,24
2023-03-16,Moneyvox.fr,2
2023-03-16,Nationalgeographic.fr,11
2023-03-16,Olympique-Et-Lyonnais.com,14
2023-03-16,Webgirondins.com,12
2023-03-16,Attali.com,2
2023-03-16,Tendanceouest.com,5
2023-03-16,Coins.fr,8
2023-03-16,Zonebourse.com,11
2023-03-16,Nice-Provence.info,1
2023-03-16,Lopinion.com,2
2023-03-16,Actu17.fr,27
2023-03-16,E-Marketing.fr,3
2023-03-16,Journaldunet.com,10
2023-03-16,Charliehebdo.fr,17
2023-03-16,Usbeketrica.com,10
2023-03-16,Ladn.eu,20
2023-03-16,Jeune-Nation.com,8
2023-03-16,Rcf.fr,22
2023-03-16,Christec.net,1
2023-03-16,Psgcommunity.com,4
2023-03-16,Gamekult.com,4
2023-03-16,Wynfoot.fr,8
2023-03-16,Rapportsdeforce.fr,6
2023-03-16,Lesnouvellesnews.fr,1
2023-03-16,Frenchweb.fr,2
2023-03-16,Cahiers-Pedagogiques.com,2
2023-03-16,Actuel-Rh.fr,6
2023-03-16,Rugbyrama.fr,14
2023-03-16,Frandroid.com,34
2023-03-16,Terre-Net.fr,2
2023-03-16,Lesfrancais.press,10
2023-03-16,Lalettrea.fr,10
2023-03-16,Radioorient.com,14
2023-03-16,Rollingstone.fr,8
2023-03-16,Elle.fr,5
2023-03-16,Lepopulaire.fr,16
2023-03-16,Lesjours.fr,13
2023-03-16,Elucid.media,2
2023-03-16,Observatoiredumensonge.com,3
2023-03-16,Maddyness.com,7
2023-03-16,Blogdumoderateur.com,11
2023-03-16,Lilianeheldkhawam.com,10
2023-03-16,Journaldugeek.com,26
2023-03-16,Meteo.bzh,2
2023-03-16,Areion24.news,2
2023-03-16,Footballclubdemarseille.fr,11
2023-03-16,Lemediatv.fr,2
2023-03-16,Lest-Eclair.fr,7
2023-03-16,Canal-Supporters.com,12
2023-03-16,Jim.fr,4
2023-03-16,Lemoniteur.fr,3
2023-03-16,Radioj.fr,6
2023-03-16,Lejsl.com,8
2023-03-16,Pourlascience.fr,3
2023-03-16,Anguillesousroche.com,7
2023-03-16,Franc-Tireur.fr,5
2023-03-16,Tourmag.com,4
2023-03-16,Maligue2.fr,7
2023-03-16,Boursier.com,10
2023-03-16,Lejournaldesentreprises.com,3
2023-03-16,Paris-Luttes.info,11
2023-03-16,Kulturegeek.fr,8
2023-03-16,Onzemondial.com,12
2023-03-16,Femmeactuelle.fr,2
2023-03-16,Larep.fr,18
2023-03-16,Africaintelligence.fr,11
2023-03-16,Geopolitique-Profonde.com,15
2023-03-16,Monde-Diplomatique.fr,12
2023-03-16,Syndicalismehebdo.fr,1
2023-03-16,Lesinrocks.com,16
2023-03-16,Fabula.org,14
2023-03-16,Topmercato.com,5
2023-03-16,Insolentiae.com,12
2023-03-16,Cryptoast.fr,11
2023-03-16,Maville.com,5
2023-03-16,Legrandcontinent.eu,4
2023-03-16,Contrepoints.org,14
2023-03-16,Bondyblog.fr,7
2023-03-16,Caminteresse.fr,2
2023-03-16,Culturepsg.com,11
2023-03-16,Begeek.fr,5
2023-03-16,Acrimed.org,3
2023-03-16,Boursedirect.fr,4
2023-03-16,Usinenouvelle.com,19
2023-03-16,Quinzemondial.com,1
2023-03-16,Lvsl.fr,2
2023-03-16,Off-Investigation.fr,6
2023-03-16,Opex360.com,7
2023-03-16,Footmarseille.com,14
2023-03-16,Genethique.org,8
2023-03-16,Pokebip.com,4
2023-03-16,Cbnews.fr,4
2023-03-16,Mind.eu.com /media,6
2023-03-16,Real-France.fr,2
2023-03-16,Quechoisir.org,2
2023-03-16,Bonpote.com,4
2023-03-16,Universfreebox.com,10
2023-03-16,Autohebdo.fr,8
2023-03-16,Strategies.fr,10
2023-03-16,Dreuz.info,16
2023-03-16,Movierama.fr,2
2023-03-16,Contexte.com,11
2023-03-16,Actu-Juridique.fr,13
2023-03-16,France.tv,50
2023-03-16,Infomigrants.net,7
2023-03-16,Legorafi.fr,5
2023-03-16,Clubic.com,18
2023-03-16,Lesakerfrancophone.fr,2
2023-03-16,Tvl.fr,13
2023-03-16,Courrierdesbalkans.fr,7
2023-03-16,Hospimedia.fr,7
2023-03-16,Actuforcesdelordre.fr,10
2023-03-16,Letudiant.fr,13
2023-03-16,Journalducm.com,2
2023-03-16,Consultor.fr,1
2023-03-16,Russiepolitics.blogspot.com,2
2023-03-16,Lagazettedescommunes.com,3
2023-03-16,F1Only.fr,4
2023-03-16,Oisehebdo.fr,7
2023-03-16,Maire-Info.com,2
2023-03-16,Arte.tv,23
2023-03-16,Ozap.com,20
2023-03-16,Charentelibre.fr,8
2023-03-16,Dcplanet.fr,5
2023-03-16,Phonandroid.com,9
2023-03-16,Disneyphile.fr,4
2023-03-16,Itsocial.fr,4
2023-03-16,Covid-Factuel.fr,4
2023-03-16,Comicsblog.fr,4
2023-03-16,Bebasket.fr,16
2023-03-16,Lebleudumiroir.fr,4
2023-03-16,Macg.co,9
2023-03-16,Telos-Eu.com,4
2023-03-16,Aefinfo.fr,22
2023-03-16,Brut.media,3
2023-03-16,olplay.Ol.fr,3
2023-03-16,Auto-Moto.com,6
2023-03-16,Radioclassique.fr,1
2023-03-16,Xboxygen.com,22
2023-03-16,Xochipelli.fr,3
2023-03-16,Lyonne.fr,5
2023-03-16,Livreshebdo.fr,2
2023-03-16,Journalducoin.com,6
2023-03-16,Linforme.com,19
2023-03-16,Usine-Digitale.fr,8
2023-03-16,Konbini.com,3
2023-03-16,Revuepolitique.fr,6
2023-03-16,Telestar.fr,4
2023-03-16,Gameblog.fr,20
2023-03-16,Premiere.fr,19
2023-03-16,Creapills.com,2
2023-03-16,Planimaux.com,4
2023-03-16,Revue-Elements.com,4
2023-03-16,Lecanardenchaine.fr,3
2023-03-16,Forbes.fr,8
2023-03-16,H16Free.com,1
2023-03-16,Lemediasocial.fr,7
2023-03-16,Laviedesidees.fr,4
2023-03-16,Maritima.info,2
2023-03-16,Dailygeekshow.com,5
2023-03-16,Lesjoiesducode.fr,4
2023-03-16,Connaissancedesarts.com,2
2023-03-16,Marieclaire.fr,2
2023-03-16,Linternaute.com,3
2023-03-16,Nicepresse.com,7
2023-03-16,Radiofrance.fr /mouv,14
2023-03-16,Nordlittoral.fr,5
2023-03-16,Leddv.fr,1
2023-03-16,Breizh-Info.com,10
2023-03-16,Lechasseurfrancais.com,3
2023-03-16,Doctissimo.fr,19
2023-03-16,Nova.fr,12
2023-03-16,Radiofrance.fr,2
2023-03-16,Gqmagazine.fr,4
2023-03-16,Contretemps.eu,3
2023-03-16,Allocine.fr,11
2023-03-16,Ouillade.eu,1
2023-03-16,Mediacites.fr,7
2023-03-16,Nordicmag.info,5
2023-03-16,Vice.com /fr,2
2023-03-16,Automobile-Magazine.fr,2
2023-03-16,Bsmart.fr,4
2023-03-16,Brunobertez.com,21
2023-03-16,Lenouveleconomiste.fr,3
2023-03-16,fr.Sott.net,3
2023-03-16,Infos-Dijon.com,4
2023-03-16,Manga-News.com,2
2023-03-16,Lalettrepatriote.com,3
2023-03-16,Informationnationaliste.fr,5
2023-03-16,Radioscoop.com,5
2023-03-16,Veridik.fr,7
2023-03-16,Aa.com.tr /fr,2
2023-03-16,Rojinfo.com,1
2023-03-16,Saphirnews.com,4
2023-03-16,Gamergen.com,19
2023-03-16,Actugaming.net,9
2023-03-16,Business-Cool.com,4
2023-03-16,Welovetennis.fr,5
2023-03-16,Iphonesoft.fr,10
2023-03-16,Editoweb.eu,2
2023-03-16,Madeinmarseille.net,5
2023-03-16,Chartsinfrance.net,8
2023-03-16,Luniversims.fr,5
2023-03-16,24Matins.fr,5
2023-03-16,Legrandsoir.info,1
2023-03-16,Lejournaltoulousain.fr,2
2023-03-16,Lejournaldesarts.fr,7
2023-03-16,Paristeam.fr,2
2023-03-16,60Millions-Mag.com,1
2023-03-16,Nextplz.fr,1
2023-03-16,Lequotidiendelart.com,2
2023-03-16,Lcp.fr,7
2023-03-16,Damocles.co,1
2023-03-16,Zayactu.org,5
2023-03-16,Socialter.fr,1
2023-03-16,Toutelaculture.com,1
2023-03-16,Contre-Attaque.net,4
2023-03-16,Football-Addict.com /fr,7
2023-03-16,Vogue.fr,6
2023-03-16,Sortiraparis.com,3
2023-03-16,Lesdeqodeurs.fr,3
2023-03-16,La-Bas.org,2
2023-03-16,Woopets.fr,12
2023-03-16,Crowdbunker.com,12
2023-03-16,Thebigwhale.io,2
2023-03-16,Mediabask.eus,6
2023-03-16,Terrafemina.com,1
2023-03-16,Sofoot.com,12
2023-03-16,Acteurspublics.fr,12
2023-03-16,Conspiracywatch.info,1
2023-03-16,Piflemag.fr,1
2023-03-16,Reflets.info,1
2023-03-16,Causette.fr,2
2023-03-16,Lesnumeriques.com,8
2023-03-16,Tetu.com,3
2023-03-16,Lafranceagricole.fr,2
2023-03-16,France-Catholique.fr,3
2023-03-16,Autojournal.fr,7
2023-03-16,Lanticapitaliste.org,5
2023-03-16,Millenium.org,2
2023-03-16,Economiematin.fr,2
2023-03-16,Lincorrect.org,2
2023-03-16,Exoconscience.com,2
2023-03-16,Larepubliquedespyrenees.fr,7
2023-03-16,Afriquexxi.info,2
2023-03-16,Bitcoin.fr,1
2023-03-16,Egora.fr,1
2023-03-16,Neozone.org,5
2023-03-16,Lsa-Conso.fr,7
2023-03-16,Altselection.com,14
2023-03-16,Legeneraliste.fr,2
2023-03-16,Linfodurable.fr,3
2023-03-16,Beauxarts.com,10
2023-03-16,Journaldesfemmes.fr,1
2023-03-16,Europe-Israel.org,6
2023-03-16,Arretsurimages.net,30
2023-03-16,Influencia.net,3
2023-03-16,Whatsupdoc-Lemag.fr,2
2023-03-16,Air-Cosmos.com,5
2023-03-16,Dailymercato.com,2
2023-03-16,30Millionsdamis.fr,1
2023-03-16,Medisite.fr,3
2023-03-16,Faire-Face.fr,1
2023-03-16,Igen.fr,4
2023-03-16,Ksociety.fr,1
2023-03-16,Troiscouleurs.fr,2
2023-03-16,Senscritique.com,1
2023-03-16,Ign.com,4
2023-03-16,Zataz.com,8
2023-03-16,Lemagit.fr,3
2023-03-16,Club-Stephenking.fr,1
2023-03-16,Arteradio.com,2
2023-03-16,Cnetfrance.fr,5
2023-03-16,Coinacademy.fr,4
2023-03-16,Elishean777.com,7
2023-03-16,Lamanchelibre.fr,5
2023-03-16,Ukrinform.fr,4
2023-03-16,Tradingsat.com,2
2023-03-16,Ski-Nordique.net,7
2023-03-16,Football.fr,7
2023-03-16,Nexus.fr,1
2023-03-16,Lerubicon.org,1
2023-03-16,Franceguyane.fr,4
2023-03-16,Envertetcontretous.fr,4
2023-03-16,Herault-Tribune.com,2
2023-03-16,Guyboulianne.info,2
2023-03-16,Cultinfos.com,1
2023-03-16,Histoiredupsg.fr,2
2023-03-16,Meteofrance.com,2
2023-03-16,Profession-Gendarme.com,2
2023-03-16,Lemessager.fr,2
2023-03-16,Safetypromo.net,7
2023-03-16,Goal.com,1
2023-03-16,Lecafedugeek.fr,1
2023-03-16,Komitid.fr,2
2023-03-16,Science-Et-Vie.com,4
2023-03-16,Planet.fr,3
2023-03-16,Aisnenouvelle.fr,4
2023-03-16,Air-Journal.fr,1
2023-03-16,Le11Hdf.fr,2
2023-03-16,Vosgesmatin.fr,3
2023-03-16,Revueconflits.com,2
2023-03-16,Consoglobe.com,1
2023-03-16,Satellifacts.com,3
2023-03-16,Village-Justice.com,3
2023-03-16,Revuedesdeuxmondes.fr,2
2023-03-16,Goodplanet.info,1
2023-03-16,Lachainemeteo.com,1
2023-03-16,Frenchmorning.com,3
2023-03-16,A-Droite-Fierement.fr,1
2023-03-16,Famillechretienne.fr,6
2023-03-16,Generation-Nt.com,2
2023-03-16,Lemondedudroit.fr,4
2023-03-16,Lesalonbeige.fr,1
2023-03-16,Toutelatele.com,2
2023-03-16,Jforum.fr,1
2023-03-16,Equinoxmagazine.fr,1
2023-03-16,Aulnaycap.com,1
2023-03-16,Cointribune.com,3
2023-03-16,Baz-Art.org,4
2023-03-16,Letribunaldunet.fr,2
2023-03-16,Relais-Info.fr,1
2023-03-16,Lafuria.fr,1
2023-03-16,Ohmymag.com,4
2023-03-16,Histoireetsociete.com,1
2023-03-16,Programme-Television.org,2
2023-03-16,Radiofrance.fr /fip,2
2023-03-16,Minurne.org,1
2023-03-16,Herodote.net,1
2023-03-16,Connaissancedesenergies.org,1
2023-03-16,Goldnadel.tv,1
2023-03-16,Batiactu.com,1
2023-03-16,Lavoiedelepee.blogspot.com,4
2023-03-16,Foot01.com,1
2023-03-16,Frontpopulaire.fr,1
2023-03-16,Ktotv.com,2
2023-03-16,Generationfrexit.fr,2
2023-03-16,Dragonballsuper-France.fr,1
2023-03-16,Info-Chalon.com,1
2023-03-16,Grazia.fr,1
2023-03-16,Demotivateur.fr,1
2023-03-16,Journaldujapon.com,1
2023-03-16,Rebellyon.info,5
2023-03-16,Resistancextremismes.eu,3
2023-03-16,Lebonbon.fr,1
2023-03-16,Voici.fr,1
2023-03-16,Legavox.fr,1
2023-03-16,Aufeminin.com,1
2023-03-16,Serieously.com,1
2023-03-16,Rue89Bordeaux.com,3
2023-03-16,Pokegraph.com,1
2023-03-16,Meteofrance.fr,1
2023-03-16,Republiquedujapap.com,1
2023-03-16,Omertamedia.fr,2
2023-03-16,Programme-Tv.net,2
2023-03-16,Programme.tv,1
2023-03-16,Sciencepost.fr,1
2023-03-17,Francetvinfo.fr,902
2023-03-17,Limportant.fr,104
2023-03-17,Businessbourse.com,44
2023-03-17,Leparisien.fr,528
2023-03-17,Letelegramme.fr,199
2023-03-17,Mediapart.fr,297
2023-03-17,Wynfoot.fr,4
2023-03-17,Bfmtv.com,1402
2023-03-17,Revue-Elements.com,2
2023-03-17,Arabnews.fr,12
2023-03-17,Bvoltaire.fr,106
2023-03-17,Leblogalupus.com,3
2023-03-17,Safetypromo.net,18
2023-03-17,Lemonde.fr,970
2023-03-17,Tf1Info.fr,213
2023-03-17,Liberation.fr,310
2023-03-17,Zdnet.fr,14
2023-03-17,Cnetfrance.fr,2
2023-03-17,Lesechos.fr,229
2023-03-17,Marianne.net,93
2023-03-17,Closermag.fr,9
2023-03-17,Lefigaro.fr,648
2023-03-17,Lavoixdunord.fr,134
2023-03-17,Pgibertie.com,80
2023-03-17,Actu17.fr,24
2023-03-17,Ouest-France.fr,430
2023-03-17,Challenges.fr,60
2023-03-17,20Minutes.fr,240
2023-03-17,Latribune.fr,96
2023-03-17,Lexpress.fr,129
2023-03-17,Humanite.fr,48
2023-03-17,Actu-Environnement.com,9
2023-03-17,Bebasket.fr,16
2023-03-17,Numerama.com,52
2023-03-17,Infodujour.fr,2
2023-03-17,Coinacademy.fr,12
2023-03-17,Fdesouche.com,250
2023-03-17,Ledauphine.com,79
2023-03-17,Blast-Info.fr,4
2023-03-17,Basketusa.com,11
2023-03-17,Actu-Juridique.fr,9
2023-03-17,Purepeople.com,10
2023-03-17,Theconversation.com,50
2023-03-17,Lequipe.fr,46
2023-03-17,Lyoncapitale.fr,18
2023-03-17,Lindependant.fr,62
2023-03-17,Dreuz.info,7
2023-03-17,Courrierinternational.com,65
2023-03-17,Actu.fr,324
2023-03-17,Onzemondial.com,11
2023-03-17,Republicain-Lorrain.fr,26
2023-03-17,Francesoir.fr,36
2023-03-17,Sudradio.fr,8
2023-03-17,Capital.fr,57
2023-03-17,Autohebdo.fr,13
2023-03-17,Apar.tv,3
2023-03-17,Phonandroid.com,6
2023-03-17,Reporterre.net,47
2023-03-17,Radiocourtoisie.fr,7
2023-03-17,Lopinion.fr,97
2023-03-17,Ladepeche.fr,144
2023-03-17,Ripostelaique.com,19
2023-03-17,Journalducoin.com,11
2023-03-17,Allocine.fr,9
2023-03-17,France.tv,37
2023-03-17,Laprovence.com,79
2023-03-17,Pokegraph.com,5
2023-03-17,Basta.media,15
2023-03-17,Achatpublic.info,15
2023-03-17,France24.com,37
2023-03-17,Linforme.com,14
2023-03-17,Lecourrier-Du-Soir.com,34
2023-03-17,Midilibre.fr,107
2023-03-17,fr.Sott.net,4
2023-03-17,Limportante.fr,27
2023-03-17,Lepoint.fr,145
2023-03-17,Viaatv.tv,9
2023-03-17,Cultinfos.com,4
2023-03-17,Radiofrance.fr /franceculture,117
2023-03-17,Valeursactuelles.com,55
2023-03-17,Lejdd.fr,43
2023-03-17,01Net.com,15
2023-03-17,Usinenouvelle.com,12
2023-03-17,Parisfans.fr,3
2023-03-17,Infos-Dijon.com,2
2023-03-17,Trashtalk.co,24
2023-03-17,Tntv.pf,3
2023-03-17,Geo.fr,34
2023-03-17,Chassons.com,1
2023-03-17,Femmeactuelle.fr,6
2023-03-17,Rfi.fr,44
2023-03-17,Francebleu.fr,273
2023-03-17,Juste-Milieu.fr,1
2023-03-17,Radiofrance.fr /franceinter,89
2023-03-17,Europe1.fr,39
2023-03-17,Xbox-Mag.net,1
2023-03-17,Paris-Luttes.info,22
2023-03-17,Altselection.com,14
2023-03-17,Futura-Sciences.com,14
2023-03-17,Alternatives-Economiques.fr,24
2023-03-17,Diacritik.com,12
2023-03-17,Leberry.fr,14
2023-03-17,Causeur.fr,37
2023-03-17,Mariefrance.fr,27
2023-03-17,Jim.fr,1
2023-03-17,La-Croix.com,79
2023-03-17,Estrepublicain.fr,54
2023-03-17,Lemondeinformatique.fr,9
2023-03-17,Tv5Monde.com,25
2023-03-17,Reussir.fr,7
2023-03-17,Lequotidiendumedecin.fr,11
2023-03-17,Jeanmarcmorandini.com,72
2023-03-17,Imazpress.com,11
2023-03-17,Lesmoutonsenrages.fr,1
2023-03-17,Rugby-Addict.com,12
2023-03-17,Football-Addict.com /fr,3
2023-03-17,Sports.fr,1
2023-03-17,Planet.fr,5
2023-03-17,Auto-Moto.com,3
2023-03-17,Revuedesdeuxmondes.fr,5
2023-03-17,Nordicmag.info,17
2023-03-17,Lelibrepenseur.org,9
2023-03-17,Rebellyon.info,8
2023-03-17,Lamarseillaise.fr,36
2023-03-17,Philomag.com,5
2023-03-17,Aoc.media,10
2023-03-17,Lepopulaire.fr,27
2023-03-17,Meteo-Express.com,4
2023-03-17,Vitisphere.com,5
2023-03-17,Nicematin.com,63
2023-03-17,Leprogres.fr,79
2023-03-17,Meretmarine.com,2
2023-03-17,Objectifgard.com,14
2023-03-17,Elucid.media,4
2023-03-17,Regards.fr,1
2023-03-17,Huffingtonpost.fr,86
2023-03-17,Lejdc.fr,6
2023-03-17,Dna.fr,27
2023-03-17,Sudouest.fr,148
2023-03-17,Pokekalos.fr,1
2023-03-17,Cbnews.fr,10
2023-03-17,Fabula.org,7
2023-03-17,Euractiv.fr,18
2023-03-17,Revolutionpermanente.fr,23
2023-03-17,Opex360.com,5
2023-03-17,Varmatin.com,40
2023-03-17,Zinfos974.com,17
2023-03-17,Cnews.fr,73
2023-03-17,Publicsenat.fr,109
2023-03-17,Basketeurope.com,14
2023-03-17,Planetes360.fr,39
2023-03-17,Premiere.fr,18
2023-03-17,Larepubliquedespyrenees.fr,5
2023-03-17,Courrier-Picard.fr,23
2023-03-17,Reseauinternational.net,72
2023-03-17,Afp.com,17
2023-03-17,Crowdbunker.com,29
2023-03-17,Radiofrance.fr /francemusique,33
2023-03-17,Lamontagne.fr,85
2023-03-17,Leblogtvnews.com,12
2023-03-17,Parismatch.com,41
2023-03-17,K-Gen.fr,15
